CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,PoliceStationID,CaseStatusID,CrimeMajorHeadID,CrimeMinorHeadID,latitude,longitude,BriefFacts,mo_tags
108,100010004202500001,202500001,2025-11-08,2025-11-08 01:47:00,4,3,1,102,13.007659,77.53708,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'minor_victim,vehicle_used,ransom_demand'. Location details archived.","minor_victim,vehicle_used,ransom_demand"
109,100010004202500002,202500002,2025-01-09,2025-01-09 04:02:00,4,3,1,102,13.030221,77.61719,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'minor_victim,acquaintance_involved,ransom_demand'. Location details archived.","minor_victim,acquaintance_involved,ransom_demand"
110,100080036202500001,202500001,2025-01-18,2025-01-18 11:27:00,36,1,4,402,13.955759,75.518143,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,peddling,bulk_supply'. Location details archived.","synthetic_drugs,peddling,bulk_supply"
111,100020007202500002,202500002,2025-03-03,2025-03-03 16:54:00,7,1,4,401,12.236303,76.631346,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,college_area'. Location details archived.","personal_use,transit_seizure,college_area"
112,100080038202500002,202500002,2025-01-09,2025-01-09 03:43:00,38,2,1,102,13.954296,75.583494,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,vehicle_used'. Location details archived.","ransom_demand,minor_victim,vehicle_used"
113,100080038202500003,202500003,2025-08-07,2025-08-07 11:08:00,38,2,2,202,13.870621,75.534907,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,daytime,pickpocketing'. Location details archived.","shoplifting,daytime,pickpocketing"
114,100020010202500003,202500003,2025-09-01,2025-09-01 08:00:00,10,2,3,302,12.353194,76.586095,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,sim_swap,identity_theft'. Location details archived.","otp_fraud,sim_swap,identity_theft"
115,100040019202500016,202500016,2025-01-05,2025-01-05 20:45:00,19,2,3,301,15.348757,75.078627,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,credential_harvesting,email_spoofing'. Location details archived.","fake_bank,credential_harvesting,email_spoofing"
116,100090044202500002,202500002,2025-04-18,2025-04-18 05:13:00,44,2,2,203,15.08032,76.932144,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,weapon_knife,masked_suspects'. Location details archived.","cash_transit,weapon_knife,masked_suspects"
117,100070034202500003,202500003,2025-04-16,2025-04-16 03:49:00,34,3,3,303,14.421227,75.881707,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,crypto_scam,investment_fraud'. Location details archived.","rug_pull,crypto_scam,investment_fraud"
118,100070033202500004,202500004,2025-05-17,2025-05-17 02:27:00,33,2,1,102,14.518029,75.871043,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,acquaintance_involved,minor_victim'. Location details archived.","vehicle_used,acquaintance_involved,minor_victim"
119,100010005202500002,202500002,2025-01-23,2025-01-23 06:03:00,5,2,4,402,12.987844,77.580363,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'network_ring,bulk_supply,synthetic_drugs'. Location details archived.","network_ring,bulk_supply,synthetic_drugs"
120,100020008202500001,202500001,2025-07-21,2025-07-21 02:02:00,8,1,2,203,12.2741,76.597309,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,highway_heist,snatching'. Location details archived.","cash_transit,highway_heist,snatching"
121,100050023202500003,202500003,2025-07-14,2025-07-14 21:50:00,23,2,4,402,15.838467,74.467714,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,peddling,bulk_supply'. Location details archived.","synthetic_drugs,peddling,bulk_supply"
122,100060029202500001,202500001,2025-05-03,2025-05-03 04:55:00,29,2,2,202,17.31783,76.823971,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,shoplifting,pickpocketing'. Location details archived.","vehicle_theft,shoplifting,pickpocketing"
123,100010005202500003,202500003,2025-11-08,2025-11-08 10:14:00,5,1,1,102,12.920984,77.594587,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,ransom_demand,vehicle_used'. Location details archived.","acquaintance_involved,ransom_demand,vehicle_used"
124,100050022202500002,202500002,2025-03-08,2025-03-08 13:05:00,22,3,1,103,15.818062,74.531286,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,drunken_altercation,street_brawl'. Location details archived.","public_place,drunken_altercation,street_brawl"
125,100020009202500002,202500002,2025-12-05,2025-12-05 14:21:00,9,1,3,302,12.351141,76.598522,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,identity_theft,document_forgery'. Location details archived.","otp_fraud,identity_theft,document_forgery"
126,100030011202500002,202500002,2025-02-17,2025-02-17 17:02:00,11,3,1,101,12.901349,74.870944,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,nighttime,rage'. Location details archived.","private_dispute,nighttime,rage"
127,100010001202500013,202500013,2025-04-21,2025-04-21 11:43:00,1,3,1,102,12.911642,77.605212,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,acquaintance_involved,ransom_demand'. Location details archived.","vehicle_used,acquaintance_involved,ransom_demand"
128,100070034202500004,202500004,2025-06-01,2025-06-01 12:15:00,34,3,1,102,14.446262,75.907169,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,acquaintance_involved,minor_victim'. Location details archived.","ransom_demand,acquaintance_involved,minor_victim"
129,100040020202500009,202500009,2025-12-27,2025-12-27 11:12:00,20,1,2,203,15.334113,75.133093,"Regular crime incident report. Crime type: Robbery. MO tags matching 'highway_heist,masked_suspects,weapon_knife'. Location details archived.","highway_heist,masked_suspects,weapon_knife"
130,100090042202500003,202500003,2025-11-04,2025-11-04 11:36:00,42,2,3,301,15.176383,76.866405,"Regular crime incident report. Crime type: Phishing. MO tags matching 'phishing_link,credential_harvesting,email_spoofing'. Location details archived.","phishing_link,credential_harvesting,email_spoofing"
131,100040019202500017,202500017,2025-12-19,2025-12-19 00:31:00,19,3,3,303,15.38939,75.122659,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,fake_exchange,crypto_scam'. Location details archived.","investment_fraud,fake_exchange,crypto_scam"
132,100060027202500004,202500004,2025-01-25,2025-01-25 15:36:00,27,1,2,202,17.313137,76.874793,"Regular crime incident report. Crime type: Theft. MO tags matching 'daytime,pickpocketing,unattended_bag'. Location details archived.","daytime,pickpocketing,unattended_bag"
133,100080036202500002,202500002,2025-11-05,2025-11-05 06:30:00,36,3,3,303,13.934898,75.524198,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,crypto_scam,fake_exchange'. Location details archived.","rug_pull,crypto_scam,fake_exchange"
134,100100048202500002,202500002,2025-06-09,2025-06-09 00:21:00,48,3,2,203,17.901945,77.560156,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,masked_suspects,highway_heist'. Location details archived.","cash_transit,masked_suspects,highway_heist"
135,100070034202500005,202500005,2025-05-05,2025-05-05 10:43:00,34,2,2,203,14.509932,75.936753,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,snatching,weapon_knife'. Location details archived.","cash_transit,snatching,weapon_knife"
136,100040017202500008,202500008,2025-12-08,2025-12-08 09:25:00,17,2,3,303,15.372622,75.081017,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,crypto_scam,rug_pull'. Location details archived.","fake_exchange,crypto_scam,rug_pull"
137,100040019202500018,202500018,2025-01-23,2025-01-23 04:29:00,19,2,1,103,15.385562,75.174248,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,drunken_altercation,public_place'. Location details archived.","domestic_dispute,drunken_altercation,public_place"
138,100090041202500002,202500002,2025-02-11,2025-02-11 00:22:00,41,2,4,402,15.108342,76.898317,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'peddling,synthetic_drugs,network_ring'. Location details archived.","peddling,synthetic_drugs,network_ring"
139,100080037202500004,202500004,2025-07-25,2025-07-25 20:09:00,37,3,2,202,13.978779,75.52243,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,shoplifting,pickpocketing'. Location details archived.","unattended_bag,shoplifting,pickpocketing"
140,100010005202500004,202500004,2025-04-08,2025-04-08 12:52:00,5,2,2,203,13.018339,77.546432,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,snatching,masked_suspects'. Location details archived.","weapon_knife,snatching,masked_suspects"
141,100090043202500001,202500001,2025-06-05,2025-06-05 20:46:00,43,3,2,202,15.126498,76.903996,"Regular crime incident report. Crime type: Theft. MO tags matching 'pickpocketing,unattended_bag,daytime'. Location details archived.","pickpocketing,unattended_bag,daytime"
142,100080039202500001,202500001,2025-11-19,2025-11-19 19:00:00,39,3,1,103,13.979297,75.581801,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,public_place,drunken_altercation'. Location details archived.","domestic_dispute,public_place,drunken_altercation"
143,100100047202500001,202500001,2025-03-16,2025-03-16 06:46:00,47,1,4,401,17.954984,77.496781,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,personal_use,transit_seizure'. Location details archived.","possession,personal_use,transit_seizure"
144,100090041202500003,202500003,2025-04-11,2025-04-11 07:32:00,41,3,4,401,15.118057,76.898131,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'college_area,transit_seizure,personal_use'. Location details archived.","college_area,transit_seizure,personal_use"
145,100100050202500003,202500003,2025-07-15,2025-07-15 20:06:00,50,3,4,401,17.968869,77.489653,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,college_area,transit_seizure'. Location details archived.","personal_use,college_area,transit_seizure"
146,100070034202500006,202500006,2025-12-19,2025-12-19 17:01:00,34,3,2,202,14.453849,75.893318,"Regular crime incident report. Crime type: Theft. MO tags matching 'daytime,unattended_bag,vehicle_theft'. Location details archived.","daytime,unattended_bag,vehicle_theft"
147,100070032202500002,202500002,2025-07-07,2025-07-07 16:35:00,32,1,2,203,14.485772,75.905677,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,cash_transit,snatching'. Location details archived.","weapon_knife,cash_transit,snatching"
148,100040020202500010,202500010,2025-02-24,2025-02-24 10:10:00,20,1,2,203,15.420495,75.132376,"Regular crime incident report. Crime type: Robbery. MO tags matching 'snatching,weapon_knife,highway_heist'. Location details archived.","snatching,weapon_knife,highway_heist"
149,100020007202500003,202500003,2025-02-14,2025-02-14 13:53:00,7,3,1,101,12.253241,76.597091,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,outdoor,rage'. Location details archived.","weapon_sharp,outdoor,rage"
150,100080037202500005,202500005,2025-04-15,2025-04-15 23:19:00,37,2,1,103,13.935117,75.559603,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,drunken_altercation,street_brawl'. Location details archived.","domestic_dispute,drunken_altercation,street_brawl"
151,100030011202500003,202500003,2025-11-11,2025-11-11 21:54:00,11,2,1,102,12.959388,74.829006,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,acquaintance_involved,minor_victim'. Location details archived.","ransom_demand,acquaintance_involved,minor_victim"
152,100040018202500013,202500013,2025-07-02,2025-07-02 03:14:00,18,2,1,102,15.393596,75.08972,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,vehicle_used,minor_victim'. Location details archived.","ransom_demand,vehicle_used,minor_victim"
153,100010003202500001,202500001,2025-06-20,2025-06-20 03:12:00,3,1,1,103,12.958067,77.58642,"Regular crime incident report. Crime type: Assault. MO tags matching 'drunken_altercation,public_place,domestic_dispute'. Location details archived.","drunken_altercation,public_place,domestic_dispute"
154,100030011202500004,202500004,2025-01-14,2025-01-14 13:27:00,11,1,1,103,12.936703,74.821613,"Regular crime incident report. Crime type: Assault. MO tags matching 'street_brawl,public_place,weapon_blunt'. Location details archived.","street_brawl,public_place,weapon_blunt"
155,100100047202500002,202500002,2025-08-09,2025-08-09 19:11:00,47,1,4,401,17.95039,77.518984,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,possession,personal_use'. Location details archived.","transit_seizure,possession,personal_use"
156,100020010202500004,202500004,2025-01-02,2025-01-02 00:00:00,10,1,3,301,12.247793,76.622831,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,email_spoofing,credential_harvesting'. Location details archived.","fake_bank,email_spoofing,credential_harvesting"
157,100090041202500004,202500004,2025-07-27,2025-07-27 06:59:00,41,3,1,102,15.158454,76.931197,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,minor_victim,vehicle_used'. Location details archived.","acquaintance_involved,minor_victim,vehicle_used"
158,100010003202500002,202500002,2025-12-10,2025-12-10 00:57:00,3,2,4,401,12.971789,77.650352,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,transit_seizure,college_area'. Location details archived.","possession,transit_seizure,college_area"
159,100020008202500002,202500002,2025-07-11,2025-07-11 05:44:00,8,3,2,202,12.256357,76.601111,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,shoplifting,vehicle_theft'. Location details archived.","unattended_bag,shoplifting,vehicle_theft"
160,100030015202500003,202500003,2025-06-10,2025-06-10 21:37:00,15,2,1,103,12.931895,74.797852,"Regular crime incident report. Crime type: Assault. MO tags matching 'drunken_altercation,domestic_dispute,public_place'. Location details archived.","drunken_altercation,domestic_dispute,public_place"
161,100090044202500003,202500003,2025-08-24,2025-08-24 04:50:00,44,1,4,402,15.189323,76.978263,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,peddling,network_ring'. Location details archived.","bulk_supply,peddling,network_ring"
